,occ_code,occ_title,o_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse
685,39-3000,Entertainment Attendants and Related Workers,minor,450630.0,1.7,12.77,26560.0,0.4
686,39-3010,Gambling Services Workers,broad,83400.0,3.1,12.95,26940.0,1.1
687,39-3011,Gambling Dealers,detailed,67330.0,3.4,12.55,26110.0,1.3
688,39-3012,Gambling and Sports Book Writers and Runners,detailed,7500.0,9.9,13.05,27130.0,1.6
689,39-3019,"Gambling Service Workers, All Other",detailed,8570.0,6.2,16.03,33340.0,1.7
690,39-3020,Motion Picture Projectionists,broad,2270.0,8.8,16.53,34380.0,2.7
691,39-3021,Motion Picture Projectionists,detailed,2270.0,8.8,16.53,34380.0,2.7
692,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,95600.0,2.8,12.69,26390.0,0.9
693,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,95600.0,2.8,12.69,26390.0,0.9
694,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,269370.0,2.4,12.71,26430.0,0.5
695,39-3091,Amusement and Recreation Attendants,detailed,248190.0,2.5,12.31,25610.0,0.5
696,39-3092,Costume Attendants,detailed,5750.0,10.8,24.89,51780.0,3.5
697,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,11530.0,4.0,14.1,29320.0,2.1
698,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,3900.0,10.9,15.66,32580.0,3.1
699,39-4011,Embalmers,detailed,3860.0,7.9,24.14,50220.0,2.3
700,39-4020,Funeral Attendants,broad,32300.0,3.1,14.97,31130.0,1.0
701,39-4021,Funeral Attendants,detailed,32300.0,3.1,14.97,31130.0,1.0
702,39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad,24560.0,4.0,28.36,59000.0,1.7
703,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,24560.0,4.0,28.36,59000.0,1.7
704,39-5000,Personal Appearance Workers,minor,448020.0,1.0,16.08,33460.0,0.7
705,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,317290.0,1.5,15.86,32990.0,0.8
706,39-5011,Barbers,detailed,14880.0,9.0,18.29,38050.0,3.6
707,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,302410.0,1.6,15.74,32740.0,0.8
708,39-5090,Miscellaneous Personal Appearance Workers,broad,130730.0,2.5,16.63,34580.0,1.2
709,39-5091,"Makeup Artists, Theatrical and Performance",detailed,2780.0,13.8,48.07,99990.0,4.2
710,39-5092,Manicurists and Pedicurists,detailed,73010.0,4.3,13.95,29010.0,0.9
711,39-5093,Shampooers,detailed,8310.0,8.1,11.69,24320.0,1.4
712,39-5094,Skincare Specialists,detailed,46640.0,4.3,19.82,41230.0,1.7
713,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,65240.0,2.8,15.67,32580.0,1.0
714,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,65240.0,2.8,15.67,32580.0,1.0
715,39-6011,Baggage Porters and Bellhops,detailed,28440.0,2.6,13.97,29060.0,0.9
716,39-6012,Concierges,detailed,36800.0,4.6,16.97,35310.0,1.3
717,39-7000,Tour and Travel Guides,minor,38030.0,2.9,15.48,32200.0,0.8
718,39-7010,Tour and Travel Guides,broad,38030.0,2.9,15.48,32200.0,0.8
719,39-7010,Tour and Travel Guides,detailed,38030.0,2.9,15.48,32200.0,0.8
720,39-9010,Childcare Workers,broad,494360.0,1.4,12.88,26790.0,0.5
721,39-9011,Childcare Workers,detailed,494360.0,1.4,12.88,26790.0,0.5
722,39-9030,Recreation and Fitness Workers,broad,573720.0,1.1,17.94,37310.0,0.5
723,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,248070.0,1.5,21.95,45650.0,0.7
724,39-9032,Recreation Workers,detailed,325640.0,1.5,14.88,30960.0,0.6
725,39-9040,Residential Advisors,broad,102450.0,2.0,16.07,33430.0,0.5
726,39-9041,Residential Advisors,detailed,102450.0,2.0,16.07,33430.0,0.5
727,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,60650.0,4.2,14.58,30330.0,1.3
728,41-0000,Sales and Related Occupations,major,13120320.0,0.2,22.0,45750.0,0.2
729,41-1000,Supervisors of Sales Workers,minor,1303400.0,0.5,26.54,55200.0,0.2
730,41-1010,First-Line Supervisors of Sales Workers,broad,1303400.0,0.5,26.54,55200.0,0.2
731,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1063110.0,0.5,22.74,47300.0,0.2
732,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,240290.0,0.9,43.33,90120.0,0.4
733,41-2000,Retail Sales Workers,minor,7628920.0,0.3,13.95,29010.0,0.2
734,41-2010,Cashiers,broad,3347090.0,0.7,12.37,25730.0,0.2
735,41-2011,Cashiers,detailed,3333100.0,0.7,12.36,25710.0,0.2
736,41-2012,Gambling Change Persons and Booth Cashiers,detailed,14000.0,5.1,13.99,29110.0,1.1
737,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,622160.0,0.9,17.01,35380.0,0.3
738,41-2021,Counter and Rental Clerks,detailed,368300.0,1.3,16.68,34700.0,0.4
739,41-2022,Parts Salespersons,detailed,253870.0,1.3,17.48,36350.0,0.5
740,41-2030,Retail Salespersons,broad,3659670.0,0.6,14.87,30940.0,0.2
741,41-2031,Retail Salespersons,detailed,3659670.0,0.6,14.87,30940.0,0.2
742,41-3000,"Sales Representatives, Services",minor,1992540.0,0.5,36.14,75170.0,0.5
743,41-3010,Advertising Sales Agents,broad,110040.0,1.9,32.71,68040.0,1.3
744,41-3011,Advertising Sales Agents,detailed,110040.0,1.9,32.71,68040.0,1.3
745,41-3020,Insurance Sales Agents,broad,409950.0,1.1,33.22,69100.0,0.9
746,41-3021,Insurance Sales Agents,detailed,409950.0,1.1,33.22,69100.0,0.9
747,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,440300.0,1.3,46.41,96540.0,1.3
748,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,440300.0,1.3,46.41,96540.0,1.3
749,41-3040,Travel Agents,broad,55180.0,2.4,22.43,46650.0,1.1
750,41-3041,Travel Agents,detailed,55180.0,2.4,22.43,46650.0,1.1
751,41-3090,"Miscellaneous Sales Representatives, Services",broad,977070.0,0.8,33.89,70490.0,0.5
752,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,977070.0,0.8,33.89,70490.0,0.5
753,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,1566820.0,0.6,37.65,78310.0,0.4
754,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,1566820.0,0.6,37.65,78310.0,0.4
755,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,288150.0,2.0,47.92,99680.0,1.0
756,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1278670.0,0.6,35.34,73500.0,0.3
757,41-9000,Other Sales and Related Workers,minor,628640.0,1.1,26.39,54890.0,1.0
758,41-9010,"Models, Demonstrators, and Product Promoters",broad,72340.0,4.3,18.09,37630.0,1.4
759,41-9011,Demonstrators and Product Promoters,detailed,69990.0,4.4,17.83,37080.0,1.3
760,41-9012,Models,detailed,2350.0,24.6,25.99,54050.0,15.6
761,41-9020,Real Estate Brokers and Sales Agents,broad,213350.0,1.7,32.16,66890.0,1.6
762,41-9021,Real Estate Brokers,detailed,44610.0,4.2,39.25,81630.0,3.8
763,41-9022,Real Estate Sales Agents,detailed,168740.0,2.0,30.28,62990.0,1.7
764,41-9030,Sales Engineers,broad,63780.0,3.2,56.38,117270.0,1.2
765,41-9031,Sales Engineers,detailed,63780.0,3.2,56.38,117270.0,1.2
766,41-9040,Telemarketers,broad,117610.0,3.4,14.87,30930.0,1.0
767,41-9041,Telemarketers,detailed,117610.0,3.4,14.87,30930.0,1.0
768,41-9090,Miscellaneous Sales and Related Workers,broad,161550.0,1.4,19.04,39590.0,0.8
769,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,8360.0,7.9,17.66,36740.0,3.5
770,41-9099,"Sales and Related Workers, All Other",detailed,153180.0,1.5,19.11,39750.0,0.8
771,43-0000,Office and Administrative Support Occupations,major,18548360.0,0.2,20.38,42390.0,0.1
772,43-1000,Supervisors of Office and Administrative Support Workers,minor,1427260.0,0.4,29.81,62010.0,0.2
773,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,1427260.0,0.4,29.81,62010.0,0.2
774,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1427260.0,0.4,29.81,62010.0,0.2
775,43-2000,Communications Equipment Operators,minor,66960.0,3.0,16.85,35050.0,1.1
776,43-2010,"Switchboard Operators, Including Answering Service",broad,59270.0,3.3,16.34,33980.0,1.2
777,43-2011,"Switchboard Operators, Including Answering Service",detailed,59270.0,3.3,16.34,33980.0,1.2
778,43-2020,Telephone Operators,broad,4630.0,7.4,18.91,39340.0,1.5
779,43-2021,Telephone Operators,detailed,4630.0,7.4,18.91,39340.0,1.5
780,43-2090,Miscellaneous Communications Equipment Operators,broad,3070.0,17.4,23.68,49260.0,2.9
781,43-2099,"Communications Equipment Operators, All Other",detailed,3070.0,17.4,23.68,49260.0,2.9
782,43-3000,Financial Clerks,minor,2770580.0,0.4,20.15,41920.0,0.1
783,43-3010,Bill and Account Collectors,broad,222030.0,1.7,19.53,40630.0,0.4
784,43-3011,Bill and Account Collectors,detailed,222030.0,1.7,19.53,40630.0,0.4
785,43-3020,Billing and Posting Clerks,broad,445160.0,0.9,20.01,41610.0,0.2
786,43-3021,Billing and Posting Clerks,detailed,445160.0,0.9,20.01,41610.0,0.2
787,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,1443940.0,0.5,21.2,44100.0,0.2
788,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1443940.0,0.5,21.2,44100.0,0.2
789,43-3040,Gambling Cage Workers,broad,10560.0,4.0,14.28,29700.0,0.8
790,43-3041,Gambling Cage Workers,detailed,10560.0,4.0,14.28,29700.0,0.8
791,43-3050,Payroll and Timekeeping Clerks,broad,133870.0,1.1,23.21,48290.0,0.4
792,43-3051,Payroll and Timekeeping Clerks,detailed,133870.0,1.1,23.21,48290.0,0.4
793,43-3060,Procurement Clerks,broad,61000.0,1.4,21.83,45400.0,0.3
794,43-3061,Procurement Clerks,detailed,61000.0,1.4,21.83,45400.0,0.3
795,43-3070,Tellers,broad,423570.0,0.9,15.85,32960.0,0.3
796,43-3071,Tellers,detailed,423570.0,0.9,15.85,32960.0,0.3
797,43-3090,Miscellaneous Financial Clerks,broad,30470.0,3.7,22.27,46310.0,1.1
798,43-3099,"Financial Clerks, All Other",detailed,30470.0,3.7,22.27,46310.0,1.1
799,43-4000,Information and Record Clerks,minor,5480860.0,0.3,18.22,37900.0,0.1
800,43-4010,Brokerage Clerks,broad,44720.0,3.1,28.11,58460.0,0.8
801,43-4011,Brokerage Clerks,detailed,44720.0,3.1,28.11,58460.0,0.8
802,43-4020,Correspondence Clerks,broad,6150.0,7.9,19.26,40070.0,0.9
803,43-4021,Correspondence Clerks,detailed,6150.0,7.9,19.26,40070.0,0.9
804,43-4030,"Court, Municipal, and License Clerks",broad,156100.0,0.9,20.91,43490.0,0.6
805,43-4031,"Court, Municipal, and License Clerks",detailed,156100.0,0.9,20.91,43490.0,0.6
806,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,24600.0,3.4,20.95,43580.0,0.8
807,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,24600.0,3.4,20.95,43580.0,0.8
808,43-4050,Customer Service Representatives,broad,2833250.0,0.5,18.51,38510.0,0.2
809,43-4051,Customer Service Representatives,detailed,2833250.0,0.5,18.51,38510.0,0.2
810,43-4060,"Eligibility Interviewers, Government Programs",broad,138820.0,2.0,23.07,47990.0,0.6
811,43-4061,"Eligibility Interviewers, Government Programs",detailed,138820.0,2.0,23.07,47990.0,0.6
812,43-4070,File Clerks,broad,91560.0,1.7,17.38,36140.0,0.4
813,43-4071,File Clerks,detailed,91560.0,1.7,17.38,36140.0,0.4
814,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,222550.0,1.1,12.93,26900.0,0.5
815,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,222550.0,1.1,12.93,26900.0,0.5
816,43-4110,"Interviewers, Except Eligibility and Loan",broad,173800.0,1.4,18.1,37640.0,0.4
817,43-4111,"Interviewers, Except Eligibility and Loan",detailed,173800.0,1.4,18.1,37640.0,0.4
818,43-4120,"Library Assistants, Clerical",broad,84560.0,1.7,14.78,30740.0,0.6
819,43-4121,"Library Assistants, Clerical",detailed,84560.0,1.7,14.78,30740.0,0.6
820,43-4130,Loan Interviewers and Clerks,broad,204100.0,1.6,20.57,42780.0,0.4
821,43-4131,Loan Interviewers and Clerks,detailed,204100.0,1.6,20.57,42780.0,0.4
822,43-4140,New Accounts Clerks,broad,45250.0,3.3,19.17,39870.0,2.1
823,43-4141,New Accounts Clerks,detailed,45250.0,3.3,19.17,39870.0,2.1
824,43-4150,Order Clerks,broad,119640.0,2.3,18.1,37660.0,0.5
825,43-4151,Order Clerks,detailed,119640.0,2.3,18.1,37660.0,0.5
826,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,108470.0,1.2,21.24,44170.0,0.3
827,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,108470.0,1.2,21.24,44170.0,0.3
828,43-4170,Receptionists and Information Clerks,broad,968420.0,0.6,15.58,32410.0,0.2
829,43-4171,Receptionists and Information Clerks,detailed,968420.0,0.6,15.58,32410.0,0.2
830,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,110020.0,3.3,21.98,45710.0,1.2
831,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,110020.0,3.3,21.98,45710.0,1.2
832,43-4190,Miscellaneous Information and Record Clerks,broad,148870.0,1.0,21.1,43880.0,0.4
833,43-4199,"Information and Record Clerks, All Other",detailed,148870.0,1.0,21.1,43880.0,0.4
834,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,2149050.0,0.4,21.6,44930.0,0.2
835,43-5010,Cargo and Freight Agents,broad,96510.0,2.5,22.68,47170.0,0.9
836,43-5011,Cargo and Freight Agents,detailed,96510.0,2.5,22.68,47170.0,0.9
837,43-5020,Couriers and Messengers,broad,70700.0,2.9,15.87,33010.0,0.9
838,43-5021,Couriers and Messengers,detailed,70700.0,2.9,15.87,33010.0,0.9
839,43-5030,Dispatchers,broad,281740.0,1.1,21.72,45170.0,0.4
840,43-5031,Public Safety Telecommunicators,detailed,93290.0,1.0,22.02,45800.0,0.4
841,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,188450.0,1.6,21.57,44860.0,0.6
842,43-5040,"Meter Readers, Utilities",broad,26490.0,3.5,22.19,46160.0,0.8
843,43-5041,"Meter Readers, Utilities",detailed,26490.0,3.5,22.19,46160.0,0.8
844,43-5050,Postal Service Workers,broad,525920.0,0.1,25.24,52500.0,0.2
845,43-5051,Postal Service Clerks,detailed,86950.0,0.0,24.62,51200.0,0.2
846,43-5052,Postal Service Mail Carriers,detailed,333570.0,0.0,25.57,53180.0,0.2
847,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,105400.0,0.4,24.73,51440.0,0.4
848,43-5060,"Production, Planning, and Expediting Clerks",broad,362090.0,0.8,25.0,52000.0,0.2
849,43-5061,"Production, Planning, and Expediting Clerks",detailed,362090.0,0.8,25.0,52000.0,0.2
850,43-5070,"Shipping, Receiving, and Inventory Clerks",broad,727640.0,0.7,17.89,37210.0,0.2
851,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,727640.0,0.7,17.89,37210.0,0.2
852,43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,57960.0,2.3,18.31,38080.0,0.4
853,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,57960.0,2.3,18.31,38080.0,0.4
854,43-6000,Secretaries and Administrative Assistants,minor,3111790.0,0.4,21.54,44800.0,0.2
855,43-6010,Secretaries and Administrative Assistants,broad,3111790.0,0.4,21.54,44800.0,0.2
856,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,503390.0,0.6,31.36,65230.0,0.3
857,43-6012,Legal Secretaries and Administrative Assistants,detailed,160950.0,1.8,25.36,52750.0,0.8
858,43-6013,Medical Secretaries and Administrative Assistants,detailed,597100.0,0.8,18.75,39000.0,0.3
859,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,1850360.0,0.5,19.43,40420.0,0.2
860,43-9000,Other Office and Administrative Support Workers,minor,3541850.0,0.4,18.41,38290.0,0.2
861,43-9020,Data Entry and Information Processing Workers,broad,194440.0,1.6,17.96,37350.0,0.4
862,43-9021,Data Entry Keyers,detailed,151520.0,1.9,17.24,35850.0,0.4
863,43-9022,Word Processors and Typists,detailed,42920.0,2.4,20.5,42630.0,0.7
864,43-9030,Desktop Publishers,broad,7090.0,5.9,24.33,50600.0,2.2
865,43-9031,Desktop Publishers,detailed,7090.0,5.9,24.33,50600.0,2.2
866,43-9040,Insurance Claims and Policy Processing Clerks,broad,240740.0,2.0,21.67,45070.0,0.5
867,43-9041,Insurance Claims and Policy Processing Clerks,detailed,240740.0,2.0,21.67,45070.0,0.5
868,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,79310.0,2.6,16.2,33700.0,0.6
869,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,79310.0,2.6,16.2,33700.0,0.6
870,43-9060,"Office Clerks, General",broad,2788090.0,0.4,18.16,37770.0,0.2
871,43-9061,"Office Clerks, General",detailed,2788090.0,0.4,18.16,37770.0,0.2
872,43-9070,"Office Machine Operators, Except Computer",broad,40640.0,3.4,17.59,36580.0,0.6
873,43-9071,"Office Machine Operators, Except Computer",detailed,40640.0,3.4,17.59,36580.0,0.6
874,43-9080,Proofreaders and Copy Markers,broad,6610.0,7.5,21.48,44670.0,2.1
875,43-9081,Proofreaders and Copy Markers,detailed,6610.0,7.5,21.48,44670.0,2.1
876,43-9110,Statistical Assistants,broad,9320.0,3.6,25.06,52120.0,2.3
877,43-9111,Statistical Assistants,detailed,9320.0,3.6,25.06,52120.0,2.3
878,43-9190,Miscellaneous Office and Administrative Support Workers,broad,175600.0,1.2,18.91,39340.0,1.4
879,43-9199,"Office and Administrative Support Workers, All Other",detailed,175600.0,1.2,18.91,39340.0,1.4
880,45-0000,"Farming, Fishing, and Forestry Occupations",major,478770.0,1.2,16.02,33310.0,0.4
881,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,22640.0,2.6,26.16,54420.0,0.8
882,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,22640.0,2.6,26.16,54420.0,0.8
883,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,22640.0,2.6,26.16,54420.0,0.8
884,45-2000,Agricultural Workers,minor,409420.0,1.3,14.99,31180.0,0.5
885,45-2010,Agricultural Inspectors,broad,13450.0,3.0,23.38,48620.0,0.7
886,45-2011,Agricultural Inspectors,detailed,13450.0,3.0,23.38,48620.0,0.7
887,45-2020,Animal Breeders,broad,920.0,12.7,21.12,43930.0,2.9
888,45-2021,Animal Breeders,detailed,920.0,12.7,21.12,43930.0,2.9
889,45-2040,"Graders and Sorters, Agricultural Products",broad,28640.0,4.2,14.24,29620.0,3.0
890,45-2041,"Graders and Sorters, Agricultural Products",detailed,28640.0,4.2,14.24,29620.0,3.0
891,45-2090,Miscellaneous Agricultural Workers,broad,366410.0,1.5,14.72,30620.0,0.4
892,45-2091,Agricultural Equipment Operators,detailed,29220.0,4.4,16.38,34070.0,1.2
893,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,293910.0,1.8,14.49,30140.0,0.5
894,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,36820.0,3.3,14.93,31060.0,0.8
895,45-2099,"Agricultural Workers, All Other",detailed,6460.0,10.2,16.51,34330.0,3.0
896,45-4000,"Forest, Conservation, and Logging Workers",minor,44120.0,2.5,20.3,42230.0,1.1
897,45-4010,Forest and Conservation Workers,broad,6490.0,5.6,16.11,33520.0,1.2
898,45-4011,Forest and Conservation Workers,detailed,6490.0,5.6,16.11,33520.0,1.2
899,45-4020,Logging Workers,broad,37630.0,2.8,21.03,43740.0,1.2
900,45-4021,Fallers,detailed,4820.0,13.3,23.81,49520.0,4.3
901,45-4022,Logging Equipment Operators,detailed,25560.0,3.2,20.95,43570.0,1.3
902,45-4023,Log Graders and Scalers,detailed,3390.0,5.4,18.72,38940.0,1.4
903,45-4029,"Logging Workers, All Other",detailed,3850.0,10.0,20.11,41830.0,2.7
904,47-0000,Construction and Extraction Occupations,major,5937830.0,0.3,25.93,53940.0,0.2
905,47-1000,Supervisors of Construction and Extraction Workers,minor,614080.0,0.6,35.09,72990.0,0.2
906,47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,614080.0,0.6,35.09,72990.0,0.2
907,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,614080.0,0.6,35.09,72990.0,0.2
908,47-2000,Construction Trades Workers,minor,4430270.0,0.3,25.28,52580.0,0.2
909,47-2010,Boilermakers,broad,14020.0,7.2,32.42,67430.0,1.4
910,47-2011,Boilermakers,detailed,14020.0,7.2,32.42,67430.0,1.4
911,47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,71770.0,2.4,27.29,56750.0,0.9
912,47-2021,Brickmasons and Blockmasons,detailed,59940.0,2.7,28.09,58420.0,1.0
913,47-2022,Stonemasons,detailed,11830.0,7.8,23.22,48290.0,2.6
914,47-2030,Carpenters,broad,699300.0,0.9,26.06,54200.0,0.4
915,47-2031,Carpenters,detailed,699300.0,0.9,26.06,54200.0,0.4
916,47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,82980.0,2.9,22.91,47650.0,1.0
917,47-2041,Carpet Installers,detailed,23020.0,5.1,22.19,46150.0,2.0
918,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,16720.0,7.4,23.91,49740.0,2.2
919,47-2043,Floor Sanders and Finishers,detailed,5100.0,11.2,19.9,41400.0,3.2
920,47-2044,Tile and Stone Setters,detailed,38150.0,4.4,23.31,48490.0,1.4
921,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,198550.0,1.7,23.8,49490.0,0.6
922,47-2051,Cement Masons and Concrete Finishers,detailed,195580.0,1.7,23.74,49390.0,0.6
923,47-2053,Terrazzo Workers and Finishers,detailed,2970.0,11.7,27.13,56440.0,4.4
924,47-2060,Construction Laborers,broad,971330.0,0.8,20.67,43000.0,0.3
925,47-2061,Construction Laborers,detailed,971330.0,0.8,20.67,43000.0,0.3
926,47-2070,Construction Equipment Operators,broad,451250.0,0.8,26.22,54540.0,0.4
927,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,44560.0,3.6,22.31,46400.0,1.2
928,47-2072,Pile Driver Operators,detailed,3820.0,8.4,34.56,71880.0,3.4
929,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,402870.0,0.9,26.58,55280.0,0.4
930,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,116010.0,2.2,25.66,53360.0,1.0
931,47-2081,Drywall and Ceiling Tile Installers,detailed,99700.0,2.4,24.97,51930.0,1.0
932,47-2082,Tapers,detailed,16320.0,4.7,29.87,62140.0,1.4
933,47-2110,Electricians,broad,656510.0,0.9,29.59,61550.0,0.6
934,47-2111,Electricians,detailed,656510.0,0.9,29.59,61550.0,0.6
935,47-2120,Glaziers,broad,52190.0,3.8,24.5,50970.0,1.2
936,47-2121,Glaziers,detailed,52190.0,3.8,24.5,50970.0,1.2
937,47-2130,Insulation Workers,broad,60480.0,3.3,24.42,50800.0,1.4
938,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,32780.0,4.3,22.53,46860.0,2.2
939,47-2132,"Insulation Workers, Mechanical",detailed,27700.0,5.4,26.67,55470.0,1.7
940,47-2140,Painters and Paperhangers,broad,220700.0,1.5,22.36,46500.0,0.7
941,47-2141,"Painters, Construction and Maintenance",detailed,217880.0,1.5,22.33,46460.0,0.7
942,47-2142,Paperhangers,detailed,2820.0,18.1,23.95,49820.0,8.1
943,47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,451390.0,1.1,28.79,59890.0,0.6
944,47-2151,Pipelayers,detailed,33950.0,3.0,21.66,45060.0,1.0
945,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,417440.0,1.2,29.37,61100.0,0.6
946,47-2160,Plasterers and Stucco Masons,broad,25210.0,5.2,25.05,52100.0,1.8
947,47-2161,Plasterers and Stucco Masons,detailed,25210.0,5.2,25.05,52100.0,1.8
948,47-2170,Reinforcing Iron and Rebar Workers,broad,18680.0,6.3,26.3,54700.0,2.3
949,47-2171,Reinforcing Iron and Rebar Workers,detailed,18680.0,6.3,26.3,54700.0,2.3
950,47-2180,Roofers,broad,128680.0,2.1,22.6,47010.0,1.0
951,47-2181,Roofers,detailed,128680.0,2.1,22.6,47010.0,1.0
952,47-2210,Sheet Metal Workers,broad,128220.0,2.2,26.6,55320.0,0.9
953,47-2211,Sheet Metal Workers,detailed,128220.0,2.2,26.6,55320.0,0.9
954,47-2220,Structural Iron and Steel Workers,broad,71490.0,3.0,28.2,58650.0,0.9
955,47-2221,Structural Iron and Steel Workers,detailed,71490.0,3.0,28.2,58650.0,0.9
956,47-2230,Solar Photovoltaic Installers,broad,11490.0,9.2,23.08,48020.0,1.9
957,47-2231,Solar Photovoltaic Installers,detailed,11490.0,9.2,23.08,48020.0,1.9
958,47-3000,"Helpers, Construction Trades",minor,227710.0,1.6,17.13,35640.0,0.4
959,47-3010,"Helpers, Construction Trades",broad,227710.0,1.6,17.13,35640.0,0.4
960,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,21410.0,4.1,19.32,40190.0,1.3
961,47-3012,Helpers--Carpenters,detailed,30900.0,3.8,17.0,35360.0,0.9
962,47-3013,Helpers--Electricians,detailed,73920.0,2.9,17.04,35440.0,0.8
963,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,9500.0,6.8,16.12,33520.0,1.4
964,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,55740.0,3.6,16.82,34990.0,0.9
965,47-3016,Helpers--Roofers,detailed,8390.0,12.2,16.86,35080.0,2.2
966,47-3019,"Helpers, Construction Trades, All Other",detailed,27850.0,3.9,16.89,35140.0,1.0
967,47-4000,Other Construction and Related Workers,minor,438940.0,0.9,25.36,52750.0,0.4
968,47-4010,Construction and Building Inspectors,broad,113770.0,1.9,31.96,66470.0,0.6
969,47-4011,Construction and Building Inspectors,detailed,113770.0,1.9,31.96,66470.0,0.6
970,47-4020,Elevator and Escalator Installers and Repairers,broad,24730.0,4.3,41.44,86200.0,1.0
971,47-4021,Elevator and Escalator Installers and Repairers,detailed,24730.0,4.3,41.44,86200.0,1.0
972,47-4030,Fence Erectors,broad,27010.0,5.7,19.29,40120.0,1.6
973,47-4031,Fence Erectors,detailed,27010.0,5.7,19.29,40120.0,1.6
974,47-4040,Hazardous Materials Removal Workers,broad,44010.0,3.1,23.64,49170.0,1.2
975,47-4041,Hazardous Materials Removal Workers,detailed,44010.0,3.1,23.64,49170.0,1.2
976,47-4050,Highway Maintenance Workers,broad,149890.0,0.9,20.77,43200.0,0.3
977,47-4051,Highway Maintenance Workers,detailed,149890.0,0.9,20.77,43200.0,0.3
