,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
749,39-9011,Childcare Workers,detailed,564630,1.2,11.83,24610.0,0.5,8.53,9.44,11.17,13.41,16.55,17750,19640,23240,27900,34430
750,39-9020,Personal Care Aides,broad,2211950,0.7,12.06,25090.0,0.4,9.01,10.48,11.55,13.22,15.22,18740,21810,24020,27490,31650
751,39-9021,Personal Care Aides,detailed,2211950,0.7,12.06,25090.0,0.4,9.01,10.48,11.55,13.22,15.22,18740,21810,24020,27490,31650
752,39-9030,Recreation and Fitness Workers,broad,662040,0.8,17.25,35890.0,0.6,9.15,10.79,14.14,21.23,29.5,19020,22440,29420,44150,61350
753,39-9031,Fitness Trainers and Aerobics Instructors,detailed,308470,1.2,21.43,44580.0,0.7,9.69,12.39,19.15,27.29,36.58,20160,25780,39820,56760,76090
754,39-9032,Recreation Workers,detailed,353570,1.0,13.61,28310.0,0.4,8.88,10.13,12.05,15.63,20.52,18470,21060,25060,32510,42670
755,39-9040,Residential Advisors,broad,108380,2.3,14.41,29970.0,0.5,9.36,10.96,13.39,16.79,21.2,19470,22800,27860,34930,44100
756,39-9041,Residential Advisors,detailed,108380,2.3,14.41,29970.0,0.5,9.36,10.96,13.39,16.79,21.2,19470,22800,27860,34930,44100
757,39-9090,Miscellaneous Personal Care and Service Workers,broad,58970,3.3,13.59,28270.0,1.0,9.2,10.63,12.59,15.75,18.69,19140,22120,26180,32760,38880
758,39-9099,"Personal Care and Service Workers, All Other",detailed,58970,3.3,13.59,28270.0,1.0,9.2,10.63,12.59,15.75,18.69,19140,22120,26180,32760,38880
759,41-0000,Sales and Related Occupations,major,14542290,0.2,20.09,41790.0,0.2,9.1,10.63,13.55,22.87,38.16,18920,22120,28180,47570,79370
760,41-1000,Supervisors of Sales Workers,minor,1429100,0.4,24.97,51930.0,0.2,12.69,15.73,20.84,29.21,41.08,26400,32710,43340,60760,85440
761,41-1010,First-Line Supervisors of Sales Workers,broad,1429100,0.4,24.97,51930.0,0.2,12.69,15.73,20.84,29.21,41.08,26400,32710,43340,60760,85440
762,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1181530,0.5,21.67,45080.0,0.2,12.36,15.01,19.05,25.51,33.31,25720,31210,39630,53060,69290
763,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,247570,0.9,40.67,84600.0,0.4,19.38,26.28,35.29,49,69.08,40310,54670,73390,101920,143690
764,41-2000,Retail Sales Workers,minor,8787270,0.3,12.75,26520.0,0.2,8.69,9.69,11.33,13.72,18.33,18070,20160,23560,28540,38120
765,41-2010,Cashiers,broad,3657570,0.6,11.19,23270.0,0.2,8.49,9.35,10.79,12.02,14.5,17660,19440,22440,25000,30150
766,41-2011,Cashiers,detailed,3635550,0.6,11.17,23240.0,0.2,8.49,9.34,10.78,12.01,14.47,17660,19430,22430,24990,30110
767,41-2012,Gaming Change Persons and Booth Cashiers,detailed,22020,4.3,13.09,27220.0,1.0,9.2,10.5,11.96,14.73,18.55,19130,21840,24880,30640,38580
768,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,681580,0.8,15.52,32280.0,0.3,9.31,10.99,13.68,18.31,24.62,19360,22860,28450,38080,51200
769,41-2021,Counter and Rental Clerks,detailed,426700,1.0,15.0,31200.0,0.4,9.2,10.78,13.12,17.56,23.69,19130,22430,27290,36520,49270
770,41-2022,Parts Salespersons,detailed,254870,1.2,16.39,34080.0,0.5,9.56,11.46,14.63,19.44,26.27,19880,23840,30430,40430,54640
771,41-2030,Retail Salespersons,broad,4448120,0.5,13.61,28310.0,0.2,8.85,10.05,11.63,14.59,19.96,18400,20910,24200,30350,41530
772,41-2031,Retail Salespersons,detailed,4448120,0.5,13.61,28310.0,0.2,8.85,10.05,11.63,14.59,19.96,18400,20910,24200,30350,41530
773,41-3000,"Sales Representatives, Services",minor,2046120,0.5,34.37,71490.0,0.5,13.19,17.89,26.13,39.64,63.97,27440,37220,54350,82450,133060
774,41-3010,Advertising Sales Agents,broad,133110,2.6,30.46,63360.0,0.9,11.86,16.68,24.87,36.94,55.2,24670,34700,51740,76840,114810
775,41-3011,Advertising Sales Agents,detailed,133110,2.6,30.46,63360.0,0.9,11.86,16.68,24.87,36.94,55.2,24670,34700,51740,76840,114810
776,41-3020,Insurance Sales Agents,broad,393830,1.1,32.64,67890.0,0.8,13.22,17.33,24.33,37.47,60.39,27500,36040,50600,77930,125610
777,41-3021,Insurance Sales Agents,detailed,393830,1.1,32.64,67890.0,0.8,13.22,17.33,24.33,37.47,60.39,27500,36040,50600,77930,125610
778,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,415890,1.0,47.49,98770.0,1.4,16.52,20.51,30.83,59.29,#,34360,42650,64120,123320,#
779,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,415890,1.0,47.49,98770.0,1.4,16.52,20.51,30.83,59.29,#,34360,42650,64120,123320,#
780,41-3040,Travel Agents,broad,69480,2.4,20.54,42720.0,1.1,10.76,13.81,18.61,24.97,31.77,22370,28730,38700,51950,66080
781,41-3041,Travel Agents,detailed,69480,2.4,20.54,42720.0,1.1,10.76,13.81,18.61,24.97,31.77,22370,28730,38700,51950,66080
782,41-3090,"Miscellaneous Sales Representatives, Services",broad,1033820,0.8,31.18,64860.0,0.4,12.64,17.6,26.23,37.93,55.81,26300,36610,54550,78890,116090
783,41-3099,"Sales Representatives, Services, All Other",detailed,1033820,0.8,31.18,64860.0,0.4,12.64,17.6,26.23,37.93,55.81,26300,36610,54550,78890,116090
784,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,1663160,0.6,35.43,73680.0,0.4,14.69,20.58,29.64,43.84,62.52,30570,42800,61660,91190,130050
785,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,1663160,0.6,35.43,73680.0,0.4,14.69,20.58,29.64,43.84,62.52,30570,42800,61660,91190,130050
786,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,312980,2.2,44.15,91830.0,0.9,19.21,26.74,38.31,55.72,75.31,39960,55630,79680,115900,156630
787,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1350180,0.5,33.4,69480.0,0.3,14.01,19.6,28.13,40.37,59.02,29140,40770,58510,83980,122770
788,41-9000,Other Sales and Related Workers,minor,616650,1.2,24.7,51380.0,0.8,9.91,11.89,17.17,29.45,49.86,20610,24740,35720,61260,103710
789,41-9010,"Models, Demonstrators, and Product Promoters",broad,84560,3.9,15.96,33200.0,1.4,9.84,11.28,13.85,19.04,24.57,20470,23470,28820,39600,51110
790,41-9011,Demonstrators and Product Promoters,detailed,81250,3.9,15.99,33260.0,1.4,9.91,11.35,13.92,19.1,24.61,20610,23610,28960,39720,51180
791,41-9012,Models,detailed,3310,21.5,15.18,31570.0,6.6,8.81,10.21,11.43,17.49,23.62,18320,21230,23770,36390,49140
792,41-9020,Real Estate Brokers and Sales Agents,broad,197080,1.6,31.37,65240.0,1.2,11.72,16.14,24.18,37.41,58.34,24370,33570,50300,77810,121340
793,41-9021,Real Estate Brokers,detailed,40320,3.3,37.95,78940.0,2.8,10.94,17.59,27.99,44.61,78.63,22750,36580,58210,92790,163540
794,41-9022,Real Estate Sales Agents,detailed,156760,1.9,29.67,61720.0,1.2,11.85,15.87,23.41,35.83,54.14,24650,33020,48690,74530,112610
795,41-9030,Sales Engineers,broad,65720,2.5,52.22,108610.0,0.8,28.09,36.25,48.76,64.11,79.49,58430,75410,101420,133340,165350
796,41-9031,Sales Engineers,detailed,65720,2.5,52.22,108610.0,0.8,28.09,36.25,48.76,64.11,79.49,58430,75410,101420,133340,165350
797,41-9040,Telemarketers,broad,164160,3.1,13.72,28550.0,0.8,8.98,10.31,12.14,15.34,20.07,18680,21440,25250,31900,41740
798,41-9041,Telemarketers,detailed,164160,3.1,13.72,28550.0,0.8,8.98,10.31,12.14,15.34,20.07,18680,21440,25250,31900,41740
799,41-9090,Miscellaneous Sales and Related Workers,broad,105120,1.8,19.19,39910.0,0.7,10.22,11.63,15.6,23.17,32.51,21250,24190,32440,48190,67620
800,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,9430,8.8,16.4,34120.0,3.5,9.41,10.76,12.71,19,28.64,19580,22370,26430,39520,59570
801,41-9099,"Sales and Related Workers, All Other",detailed,95690,1.7,19.46,40480.0,0.7,10.29,11.76,15.97,23.46,33.02,21410,24460,33220,48800,68670
802,43-0000,Office and Administrative Support Occupations,major,21828990,0.2,18.75,38990.0,0.1,10.65,13.11,17.19,22.75,29.48,22150,27280,35760,47320,61330
803,43-1000,Supervisors of Office and Administrative Support Workers,minor,1477560,0.3,28.53,59340.0,0.1,16.27,20.56,26.83,34.4,43.43,33850,42750,55810,71550,90320
804,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,1477560,0.3,28.53,59340.0,0.1,16.27,20.56,26.83,34.4,43.43,33850,42750,55810,71550,90320
805,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1477560,0.3,28.53,59340.0,0.1,16.27,20.56,26.83,34.4,43.43,33850,42750,55810,71550,90320
806,43-2000,Communications Equipment Operators,minor,78860,2.3,15.45,32140.0,0.7,10.2,11.88,14.36,17.93,22.73,21210,24700,29860,37290,47280
807,43-2010,"Switchboard Operators, Including Answering Service",broad,71600,2.5,15.04,31290.0,0.7,10.12,11.76,14.14,17.43,21.46,21040,24450,29420,36260,44640
808,43-2011,"Switchboard Operators, Including Answering Service",detailed,71600,2.5,15.04,31290.0,0.7,10.12,11.76,14.14,17.43,21.46,21040,24450,29420,36260,44640
809,43-2020,Telephone Operators,broad,5160,6.8,18.93,39360.0,2.2,11.14,13.6,17.91,23.81,29.14,23160,28290,37240,49520,60610
810,43-2021,Telephone Operators,detailed,5160,6.8,18.93,39360.0,2.2,11.14,13.6,17.91,23.81,29.14,23160,28290,37240,49520,60610
811,43-2090,Miscellaneous Communications Equipment Operators,broad,2100,6.7,20.87,43410.0,3.3,11.66,15.32,19.74,24.91,32.37,24260,31860,41050,51800,67330
812,43-2099,"Communications Equipment Operators, All Other",detailed,2100,6.7,20.87,43410.0,3.3,11.66,15.32,19.74,24.91,32.37,24260,31860,41050,51800,67330
813,43-3000,Financial Clerks,minor,2978640,0.3,19.07,39660.0,0.1,11.82,14.4,18.02,22.92,28.31,24590,29950,37480,47670,58880
814,43-3010,Bill and Account Collectors,broad,251330,1.5,18.38,38220.0,0.4,11.84,14.14,17.32,21.5,26.62,24620,29420,36020,44710,55360
815,43-3011,Bill and Account Collectors,detailed,251330,1.5,18.38,38220.0,0.4,11.84,14.14,17.32,21.5,26.62,24620,29420,36020,44710,55360
816,43-3020,Billing and Posting Clerks,broad,469250,0.8,19.0,39520.0,0.2,12.9,15.32,18.17,22.28,26.68,26840,31870,37800,46350,55500
817,43-3021,Billing and Posting Clerks,detailed,469250,0.8,19.0,39520.0,0.2,12.9,15.32,18.17,22.28,26.68,26840,31870,37800,46350,55500
818,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,1530430,0.4,20.25,42110.0,0.1,12.14,15.49,19.35,24.27,29.64,25260,32220,40240,50480,61650
819,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1530430,0.4,20.25,42110.0,0.1,12.14,15.49,19.35,24.27,29.64,25260,32220,40240,50480,61650
820,43-3040,Gaming Cage Workers,broad,16020,6.3,13.93,28980.0,0.8,10,11.24,13.22,16.11,19.2,20800,23380,27490,33500,39940
821,43-3041,Gaming Cage Workers,detailed,16020,6.3,13.93,28980.0,0.8,10,11.24,13.22,16.11,19.2,20800,23380,27490,33500,39940
822,43-3050,Payroll and Timekeeping Clerks,broad,144030,0.9,22.17,46110.0,0.2,14.03,17.31,21.66,26.6,30.97,29170,36000,45050,55320,64420
823,43-3051,Payroll and Timekeeping Clerks,detailed,144030,0.9,22.17,46110.0,0.2,14.03,17.31,21.66,26.6,30.97,29170,36000,45050,55320,64420
824,43-3060,Procurement Clerks,broad,68100,1.5,20.76,43180.0,0.3,13.61,16.68,20.51,24.32,28.45,28310,34700,42670,50590,59180
825,43-3061,Procurement Clerks,detailed,68100,1.5,20.76,43180.0,0.3,13.61,16.68,20.51,24.32,28.45,28310,34700,42670,50590,59180
826,43-3070,Tellers,broad,468470,0.8,14.49,30140.0,0.2,10.7,12.28,14.16,16.52,18.8,22250,25540,29450,34360,39110
827,43-3071,Tellers,detailed,468470,0.8,14.49,30140.0,0.2,10.7,12.28,14.16,16.52,18.8,22250,25540,29450,34360,39110
828,43-3090,Miscellaneous Financial Clerks,broad,31010,5.8,21.0,43670.0,1.1,13.63,16.22,19.72,24.32,29.86,28340,33740,41020,50590,62100
829,43-3099,"Financial Clerks, All Other",detailed,31010,5.8,21.0,43670.0,1.1,13.63,16.22,19.72,24.32,29.86,28340,33740,41020,50590,62100
830,43-4000,Information and Record Clerks,minor,5773540,0.3,17.19,35750.0,0.1,10.43,12.55,15.91,20.38,26.05,21700,26100,33090,42380,54190
831,43-4010,Brokerage Clerks,broad,55100,2.4,25.93,53940.0,0.6,16.67,20.28,24.71,30.1,36.81,34670,42180,51400,62610,76550
832,43-4011,Brokerage Clerks,detailed,55100,2.4,25.93,53940.0,0.6,16.67,20.28,24.71,30.1,36.81,34670,42180,51400,62610,76550
833,43-4020,Correspondence Clerks,broad,5460,4.1,18.75,38990.0,1.5,11.76,14.58,17.93,22.44,27.19,24460,30330,37290,46680,56550
834,43-4021,Correspondence Clerks,detailed,5460,4.1,18.75,38990.0,1.5,11.76,14.58,17.93,22.44,27.19,24460,30330,37290,46680,56550
835,43-4030,"Court, Municipal, and License Clerks",broad,142350,0.7,19.76,41100.0,0.6,12.09,14.74,18.48,23.35,29.01,25150,30660,38450,48560,60330
836,43-4031,"Court, Municipal, and License Clerks",detailed,142350,0.7,19.76,41100.0,0.6,12.09,14.74,18.48,23.35,29.01,25150,30660,38450,48560,60330
837,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,29980,2.9,19.55,40670.0,0.6,12.76,15.23,18.63,23.28,28.5,26540,31670,38750,48430,59270
838,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,29980,2.9,19.55,40670.0,0.6,12.76,15.23,18.63,23.28,28.5,26540,31670,38750,48430,59270
839,43-4050,Customer Service Representatives,broad,2871400,0.5,17.53,36470.0,0.2,10.65,12.85,16.23,20.66,26.59,22140,26730,33750,42970,55310
840,43-4051,Customer Service Representatives,detailed,2871400,0.5,17.53,36470.0,0.2,10.65,12.85,16.23,20.66,26.59,22140,26730,33750,42970,55310
841,43-4060,"Eligibility Interviewers, Government Programs",broad,137830,3.6,22.34,46480.0,0.5,15.17,17.77,22.12,26.53,29.89,31550,36970,46020,55180,62180
842,43-4061,"Eligibility Interviewers, Government Programs",detailed,137830,3.6,22.34,46480.0,0.5,15.17,17.77,22.12,26.53,29.89,31550,36970,46020,55180,62180
843,43-4070,File Clerks,broad,110020,1.3,16.25,33810.0,0.4,10.28,12.22,15.24,19.07,24.15,21390,25420,31700,39670,50230
844,43-4071,File Clerks,detailed,110020,1.3,16.25,33810.0,0.4,10.28,12.22,15.24,19.07,24.15,21390,25420,31700,39670,50230
845,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,260780,0.9,12.08,25130.0,0.4,8.7,9.82,11.39,13.5,16.37,18090,20430,23700,28090,34040
846,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,260780,0.9,12.08,25130.0,0.4,8.7,9.82,11.39,13.5,16.37,18090,20430,23700,28090,34040
847,43-4110,"Interviewers, Except Eligibility and Loan",broad,192820,1.3,17.08,35520.0,0.4,10.92,13.22,16.38,20.04,24.31,22700,27510,34060,41690,50560
848,43-4111,"Interviewers, Except Eligibility and Loan",detailed,192820,1.3,17.08,35520.0,0.4,10.92,13.22,16.38,20.04,24.31,22700,27510,34060,41690,50560
849,43-4120,"Library Assistants, Clerical",broad,88970,1.3,13.92,28960.0,0.5,9.04,10.42,12.74,16.59,20.88,18810,21670,26500,34500,43430
850,43-4121,"Library Assistants, Clerical",detailed,88970,1.3,13.92,28960.0,0.5,9.04,10.42,12.74,16.59,20.88,18810,21670,26500,34500,43430
851,43-4130,Loan Interviewers and Clerks,broad,222620,1.6,19.86,41310.0,0.4,12.31,15.56,19.18,23.8,28.71,25600,32370,39890,49510,59710
852,43-4131,Loan Interviewers and Clerks,detailed,222620,1.6,19.86,41310.0,0.4,12.31,15.56,19.18,23.8,28.71,25600,32370,39890,49510,59710
853,43-4140,New Accounts Clerks,broad,41500,3.1,17.79,37000.0,0.6,12.72,14.57,17.21,20.22,24.09,26460,30300,35800,42050,50100
854,43-4141,New Accounts Clerks,detailed,41500,3.1,17.79,37000.0,0.6,12.72,14.57,17.21,20.22,24.09,26460,30300,35800,42050,50100
855,43-4150,Order Clerks,broad,159210,3.0,17.21,35790.0,0.9,10.71,12.75,16.09,20.56,25.59,22280,26520,33460,42760,53240
856,43-4151,Order Clerks,detailed,159210,3.0,17.21,35790.0,0.9,10.71,12.75,16.09,20.56,25.59,22280,26520,33460,42760,53240
857,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,124600,0.9,20.01,41620.0,0.2,13.27,16.13,19.42,23.4,27.98,27610,33550,40390,48680,58200
858,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,124600,0.9,20.01,41620.0,0.2,13.27,16.13,19.42,23.4,27.98,27610,33550,40390,48680,58200
859,43-4170,Receptionists and Information Clerks,broad,1043630,0.5,14.59,30350.0,0.2,9.9,11.6,14.01,17.15,20.03,20600,24120,29140,35660,41660
860,43-4171,Receptionists and Information Clerks,detailed,1043630,0.5,14.59,30350.0,0.2,9.9,11.6,14.01,17.15,20.03,20600,24120,29140,35660,41660
861,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,132050,2.5,20.06,41730.0,1.0,11.23,13.42,17.9,27.4,31.14,23350,27910,37220,57000,64780
862,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,132050,2.5,20.06,41730.0,1.0,11.23,13.42,17.9,27.4,31.14,23350,27910,37220,57000,64780
863,43-4190,Miscellaneous Information and Record Clerks,broad,155220,0.9,20.15,41900.0,0.3,12.48,15.37,19.69,24.02,28.59,25960,31970,40950,49950,59460
864,43-4199,"Information and Record Clerks, All Other",detailed,155220,0.9,20.15,41900.0,0.3,12.48,15.37,19.69,24.02,28.59,25960,31970,40950,49950,59460
865,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,4149140,0.4,17.28,35950.0,0.1,10.11,11.75,15.45,21.03,28.9,21020,24440,32140,43730,60110
866,43-5010,Cargo and Freight Agents,broad,92280,2.6,22.15,46070.0,0.8,12.49,16.29,20.77,26.65,32.18,25970,33870,43210,55430,66920
867,43-5011,Cargo and Freight Agents,detailed,92280,2.6,22.15,46070.0,0.8,12.49,16.29,20.77,26.65,32.18,25970,33870,43210,55430,66920
868,43-5020,Couriers and Messengers,broad,75720,2.6,14.72,30620.0,0.7,9.8,11.39,13.81,17.2,21.35,20390,23700,28720,35780,44400
869,43-5021,Couriers and Messengers,detailed,75720,2.6,14.72,30620.0,0.7,9.8,11.39,13.81,17.2,21.35,20390,23700,28720,35780,44400
870,43-5030,Dispatchers,broad,294900,1.0,20.7,43050.0,0.4,12.11,15.13,19.17,24.68,31.26,25180,31470,39870,51340,65030
871,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,95020,0.9,20.81,43290.0,0.4,12.78,15.73,19.55,24.75,30.74,26590,32710,40660,51480,63930
872,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,199880,1.4,20.64,42940.0,0.6,11.81,14.8,18.98,24.65,31.57,24560,30790,39470,51270,65660
873,43-5040,"Meter Readers, Utilities",broad,33570,3.9,21.46,44640.0,1.1,11.83,14.43,19.4,26.84,34.15,24600,30010,40360,55820,71040
874,43-5041,"Meter Readers, Utilities",detailed,33570,3.9,21.46,44640.0,1.1,11.83,14.43,19.4,26.84,34.15,24600,30010,40360,55820,71040
875,43-5050,Postal Service Workers,broad,525070,0.0,24.78,51540.0,0.2,17.29,17.79,28.25,30.04,30.06,35960,37000,58760,62490,62520
876,43-5051,Postal Service Clerks,detailed,78830,0.0,24.45,50860.0,0.2,17.2,20.56,26.58,28.9,29.49,35770,42770,55280,60110,61330
877,43-5052,Postal Service Mail Carriers,detailed,342410,0.0,24.89,51780.0,0.2,17.78,17.79,26.54,30.05,30.75,36990,37000,55210,62500,63970
878,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,103830,0.0,24.64,51250.0,0.4,16.94,18.36,28.26,28.89,28.9,35230,38180,58770,60100,60110
879,43-5060,"Production, Planning, and Expediting Clerks",broad,350150,0.8,24.05,50020.0,0.2,14.23,17.66,22.88,29.33,36.11,29610,36740,47580,61010,75110
880,43-5061,"Production, Planning, and Expediting Clerks",detailed,350150,0.8,24.05,50020.0,0.2,14.23,17.66,22.88,29.33,36.11,29610,36740,47580,61010,75110
881,43-5070,"Shipping, Receiving, and Traffic Clerks",broad,655590,0.7,16.82,34980.0,0.2,11.01,13,15.88,19.51,24.22,22900,27040,33030,40580,50380
882,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,655590,0.7,16.82,34980.0,0.2,11.01,13,15.88,19.51,24.22,22900,27040,33030,40580,50380
883,43-5080,Stock Clerks and Order Fillers,broad,2056030,0.6,13.71,28520.0,0.2,9.41,10.68,12.36,15.62,19.79,19580,22220,25700,32490,41150
884,43-5081,Stock Clerks and Order Fillers,detailed,2056030,0.6,13.71,28520.0,0.2,9.41,10.68,12.36,15.62,19.79,19580,22220,25700,32490,41150
885,43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,65830,2.1,16.39,34100.0,0.5,10.5,12.25,15.53,19.4,23.83,21850,25490,32310,40360,49570
886,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,65830,2.1,16.39,34100.0,0.5,10.5,12.25,15.53,19.4,23.83,21850,25490,32310,40360,49570
887,43-6000,Secretaries and Administrative Assistants,minor,3498120,0.3,20.34,42320.0,0.2,11.87,14.76,18.69,24.4,30.88,24690,30710,38880,50740,64230
888,43-6010,Secretaries and Administrative Assistants,broad,3498120,0.3,20.34,42320.0,0.2,11.87,14.76,18.69,24.4,30.88,24690,30710,38880,50740,64230
889,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,570530,0.7,29.59,61550.0,0.2,17.76,22.37,28.53,35.8,42.94,36950,46530,59340,74460,89310
890,43-6012,Legal Secretaries,detailed,176880,1.5,24.06,50040.0,0.8,13.43,16.83,22.29,29.83,37.63,27920,35000,46360,62060,78280
891,43-6013,Medical Secretaries,detailed,585410,0.8,17.83,37090.0,0.3,12.21,14.22,17.19,20.77,24.95,25390,29580,35760,43200,51890
892,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,2165310,0.3,18.28,38030.0,0.2,11.09,13.91,17.61,22.23,26.93,23060,28930,36630,46230,56010
893,43-9000,Other Office and Administrative Support Workers,minor,3873130,0.4,17.28,35940.0,0.2,10.14,12.4,16.16,20.77,26.22,21090,25790,33620,43190,54540
894,43-9010,Computer Operators,broad,34700,2.8,22.47,46750.0,0.6,13.22,16.95,22.04,27.96,31.31,27490,35260,45840,58150,65130
895,43-9011,Computer Operators,detailed,34700,2.8,22.47,46750.0,0.6,13.22,16.95,22.04,27.96,31.31,27490,35260,45840,58150,65130
896,43-9020,Data Entry and Information Processing Workers,broad,228060,1.2,17.05,35470.0,0.4,11.09,13.33,16.24,19.79,24.24,23060,27730,33770,41170,50430
897,43-9021,Data Entry Keyers,detailed,174930,1.4,16.22,33740.0,0.3,10.8,12.9,15.47,18.71,23.08,22460,26830,32170,38910,48010
898,43-9022,Word Processors and Typists,detailed,53130,2.9,19.79,41160.0,0.9,13.02,15.78,19.11,23.18,27.93,27070,32810,39750,48210,58090
899,43-9030,Desktop Publishers,broad,10740,4.1,22.47,46750.0,1.6,10.95,15.04,20.63,28.13,36.12,22770,31290,42910,58500,75120
900,43-9031,Desktop Publishers,detailed,10740,4.1,22.47,46750.0,1.6,10.95,15.04,20.63,28.13,36.12,22770,31290,42910,58500,75120
901,43-9040,Insurance Claims and Policy Processing Clerks,broad,274560,1.9,20.26,42150.0,0.4,13.24,15.98,19.07,23.72,29.09,27540,33250,39660,49330,60500
902,43-9041,Insurance Claims and Policy Processing Clerks,detailed,274560,1.9,20.26,42150.0,0.4,13.24,15.98,19.07,23.72,29.09,27540,33250,39660,49330,60500
903,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,86150,2.1,15.41,32040.0,0.5,9.86,11.8,14.63,18.33,22.48,20510,24550,30430,38120,46760
904,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,86150,2.1,15.41,32040.0,0.5,9.86,11.8,14.63,18.33,22.48,20510,24550,30430,38120,46760
905,43-9060,"Office Clerks, General",broad,2972930,0.4,16.92,35200.0,0.2,9.84,12.06,15.74,20.22,25.73,20470,25090,32730,42050,53510
906,43-9061,"Office Clerks, General",detailed,2972930,0.4,16.92,35200.0,0.2,9.84,12.06,15.74,20.22,25.73,20470,25090,32730,42050,53510
907,43-9070,"Office Machine Operators, Except Computer",broad,48580,3.1,16.6,34530.0,0.6,10.75,12.75,15.76,19.31,24,22350,26520,32790,40170,49920
908,43-9071,"Office Machine Operators, Except Computer",detailed,48580,3.1,16.6,34530.0,0.6,10.75,12.75,15.76,19.31,24,22350,26520,32790,40170,49920
909,43-9080,Proofreaders and Copy Markers,broad,9820,5.4,20.17,41950.0,1.9,11.16,14.38,18.82,24.58,30.33,23220,29910,39140,51130,63080
910,43-9081,Proofreaders and Copy Markers,detailed,9820,5.4,20.17,41950.0,1.9,11.16,14.38,18.82,24.58,30.33,23220,29910,39140,51130,63080
911,43-9110,Statistical Assistants,broad,11010,3.3,24.09,50110.0,1.4,15.13,18.59,23.24,28.76,35.03,31470,38660,48330,59810,72860
912,43-9111,Statistical Assistants,detailed,11010,3.3,24.09,50110.0,1.4,15.13,18.59,23.24,28.76,35.03,31470,38660,48330,59810,72860
913,43-9190,Miscellaneous Office and Administrative Support Workers,broad,196570,1.3,18.02,37480.0,1.1,10.53,11.98,16.76,22.26,27.85,21910,24920,34850,46310,57940
914,43-9199,"Office and Administrative Support Workers, All Other",detailed,196570,1.3,18.02,37480.0,1.1,10.53,11.98,16.76,22.26,27.85,21910,24920,34850,46310,57940
915,45-0000,"Farming, Fishing, and Forestry Occupations",major,480130,1.3,14.49,30140.0,0.5,10.41,11.05,12.2,16.08,22.27,21650,22980,25380,33460,46330
916,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,21800,2.3,24.42,50790.0,0.8,13.67,17.1,22.57,30.04,37.94,28420,35570,46960,62470,78920
917,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,21800,2.3,24.42,50790.0,0.8,13.67,17.1,22.57,30.04,37.94,28420,35570,46960,62470,78920
918,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,21800,2.3,24.42,50790.0,0.8,13.67,17.1,22.57,30.04,37.94,28420,35570,46960,62470,78920
919,45-2000,Agricultural Workers,minor,411460,1.5,13.42,27910.0,0.5,10.22,10.94,11.89,14.51,18.74,21250,22760,24730,30180,38980
920,45-2010,Agricultural Inspectors,broad,13240,1.4,22.1,45970.0,0.5,13.43,16.25,21.22,25.86,32.4,27930,33810,44140,53780,67400
